"","entrezId","geneSymbol","chromosome"
"705",100132932,"FAM197Y9","chrY"
"706",100132941,"LOC100132941","chr16"
"707",100132948,"FAM27C","chr9"
"708",100132963,"CXorf68","chrX"
"709",100132967,"LINC00204A","chrX"
"710",100132979,"GOLGA8DP","chr15"
"711",100132987,"LOC100132987","chr10"
"712",100132994,"CXorf49B","chrX"
"713",100132999,"LOC100132999","chr1"
"714",100133036,"FAM95B1","chr9"
"715",100133039,"LOC100133039","chr3"
"716",100133046,"KIR3DL3","GL000209.1"
"717",100133047,"LOC100133047","chr8"
"718",100133050,"LOC100133050","chr5"
"719",100133053,"CXorf51B","chrX"
"720",100133077,"LOC100133077","chr9"
"721",100133091,"LOC100133091","chr7"
"722",100133093,"FAM25G","chr10"
"723",100133106,"LOC100133106","chr5"
"724",100133121,"FAM27B","chr9"
"725",100133123,"LOC100133123","chrX"
"726",100133124,"LOC100133124","chr1"
"727",100133140,"LOC100133140","GL000205.1"
"728",100133144,"UBE2Q2P3","chr15"
"729",100133161,"LOC100133161","chr11"
"730",100133171,"SPANXB2","chrX"
"731",100133172,"FAM66A","chr8"
"732",100133190,"LOC100133190","chr10"
"733",100133204,"C9orf147","chr9"
"734",100133205,"LINC00240","chr6"
"735",100133207,"LOC100133207","chr14"
"736",100133220,"GOLGA6L3","chr15"
"737",100133234,"SBF1P1","chr8"
"738",100133251,"LOC100133251","chr8"
"739",100133267,"LOC100133267","chr8"
"740",100133286,"LOC100133286","chr21"
"741",100133299,"LOC100133299","chr5"
"742",100133301,"LOC100133301","chr1"
"743",100133308,"LOC100133308","chr10"
"744",100133311,"HOXA-AS3","chr7"
"745",100133315,"LOC100133315","chr11"
"746",100133331,"LOC100133331","chr1"
"747",100133445,"LOC100133445","chr1"
"748",100133461,"LOC100133461","chr4"
"749",100133545,"MRPL23-AS1","chr11"
"750",100133612,"LOC100133612","chr1"
"751",100133669,"LOC100133669","chr8"
"752",100133862,"LOC100133862","chr14"
"753",100133920,"LOC100133920","chr9"
"754",100133941,"CD24","chrY"
"755",100133957,"LOC100133957","chrX"
"756",100133985,"LOC100133985","chr2"
"757",100133991,"LOC100133991","chr17"
"758",100133995,"LOC100133995","chr8"
"759",100134015,"LOC100134015","chr20"
"760",100134091,"LOC100134091","chr20"
"761",100134167,"LOC100134167","GL000194.1"
"762",100134173,"LOC100134173","chr17"
"763",100134216,"LOC100134216","chr7"
"764",100134229,"LOC100134229","chr7"
"765",100134240,"LOC100134240","chr2"
"766",100134256,"LOC100134256","chr14"
"767",100134259,"LOC100134259","chr2"
"768",100134267,"LOC100134267","chr17"
"769",100134285,"LOC100134285","chr15"
"770",100134317,"LOC100134317","chr19"
"771",100134361,"LOC100134361","chr22"
"772",100134365,"LOC100134365","chr2"
"773",100134368,"LOC100134368","chr16"
"774",100134391,"LOC100134391","chr17"
"775",100134397,"LOC100134397","chr15"
"776",100134409,"LOC100134409","GL000225.1"
"777",100134444,"KCNJ18","chr17"
"778",100134663,"LOC100134663","chr7"
"779",100134713,"LOC100134713","chr7"
"780",100134822,"LOC100134822","chr11"
"781",100134868,"LOC100134868","chr20"
"782",100134869,"UBE2Q2P2","chr15"
"783",100134934,"TEN1","chr17"
"784",100134938,"UPK3BL","chr7"
"785",100137047,"JMJD7","chr15"
"786",100137049,"PLA2G4B","chr15"
"787",10014,"HDAC5","chr17"
"788",100141515,"C17orf99","chr17"
"789",100144595,"LOC100144595","chr2"
"790",100144596,"LINC00029","chr20"
"791",100144597,"LOC100144597","chr20"
"792",100144602,"LOC100144602","chr4"
"793",100144603,"LOC100144603","chr22"
"794",100144604,"LOC100144604","chr15"
"795",100144748,"KLLN","chr10"
"796",100147744,"RNU7-1","chr12"
"797",100147773,"LOC100147773","chr1"
"798",10015,"PDCD6IP","chr3"
"799",100151643,"KRTAP20-4","chr21"
"800",100151683,"RNU4ATAC","chr2"
"801",100151684,"RNU6ATAC","chr9"
"802",100158262,"SCARNA9L","chrX"
"803",10016,"PDCD6","chr5"
"804",100169750,"PRINS","chr10"
"805",100169751,"RN5S1","chr1"
"806",100169752,"LOC100169752","chr10"
"807",100169753,"RN5S2","chr1"
"808",100169754,"RN5S3","chr1"
"809",100169755,"RN5S4","chr1"
"810",100169756,"RN5S5","chr1"
"811",100169757,"RN5S6","chr1"
"812",100169758,"RN5S7","chr1"
"813",100169759,"RN5S8","chr1"
"814",100169760,"RN5S9","chr1"
"815",100169761,"RN5S10","chr1"
"816",100169762,"RN5S11","chr1"
"817",100169763,"RN5S12","chr1"
"818",100169764,"RN5S13","chr1"
"819",100169765,"RN5S14","chr1"
"820",100169766,"RN5S15","chr1"
"821",100169767,"RN5S16","chr1"
"822",100169768,"RN5S17","chr1"
"823",100169851,"PATE3","chr11"
"824",100169890,"PEG3-AS1","chr19"
"825",100169951,"SNAR-A3","chr19"
"826",100169952,"SNAR-A5","chr19"
"827",100169953,"SNAR-A7","chr19"
"828",100169954,"SNAR-A11","chr19"
"829",100169955,"SNAR-A9","chr19"
"830",100169956,"SNAR-A4","chr19"
"831",100169957,"SNAR-A6","chr19"
"832",100169958,"SNAR-A8","chr19"
"833",100169959,"SNAR-A13","chr19"
"834",100169989,"DBIL5P2","chr2"
"835",10017,"BCL2L10","chr15"
"836",100170216,"SNAR-A10","chr19"
"837",100170217,"SNAR-B2","chr19"
"838",100170218,"SNAR-C2","chr19"
"839",100170219,"SNAR-C4","chr19"
"840",100170220,"SNAR-E","chr19"
"841",100170221,"SNAR-H","chr2"
"842",100170222,"SNAR-I","chr3"
"843",100170223,"SNAR-C5","chr19"
"844",100170224,"SNAR-B1","chr19"
"845",100170225,"SNAR-C1","chr19"
"846",100170226,"SNAR-C3","chr19"
"847",100170227,"SNAR-D","chr19"
"848",100170228,"SNAR-G2","chr19"
"849",100170229,"SRRM5","chr19"
"850",100170765,"C19orf69","chr19"
"851",100170841,"C17orf96","chr17"
"852",100170939,"LOC100170939","chr5"
"853",10018,"BCL2L11","chr2"
"854",100187716,"MIR1224","chr3"
"855",100188847,"MIR1225","chr16"
"856",100188893,"TOMM6","chr6"
"857",100188917,"ESP33","chr9"
"858",100188947,"LOC100188947","chr10"
"859",100188949,"LINC00426","chr13"
"860",100188953,"LINC00092","chr9"
"861",100188954,"DNMBP-AS1","chr10"
"862",100189589,"LOC100189589","chr2"
"863",10019,"SH2B3","chr12"
"864",100190938,"LOC100190938","chr17"
"865",100190939,"TPT1-AS1","chr13"
"866",100190940,"LOC100190940","chr12"
"867",100190949,"C5orf52","chr5"
"868",100190986,"LOC100190986","chr16"
"869",100191040,"C2CD4D","chr1"
"870",100191063,"SNAR-A14","chr19"
"871",100192204,"LOC100192204","chr10"
"872",100192378,"LOC100192378","chr8"
"873",100192379,"PP12613","chr4"
"874",100192386,"FLJ16779","chr20"
"875",100192420,"FLJ41941","chr22"
"876",100192426,"LOC100192426","chr18"
"877",1002,"CDH4","chr20"
"878",10020,"GNE","chr9"
"879",10021,"HCN4","chr15"
"880",100216001,"LOC100216001","chr10"
"881",100216479,"LOC100216479","chr2"
"882",100216545,"LOC100216545","chr7"
"883",100216546,"LOC100216546","chr7"
"884",10022,"INSL5","chr1"
"885",10023,"FRAT1","chr10"
"886",100233156,"LOC100233156","GL000218.1"
"887",100233209,"LOC100233209","chr12"
"888",10024,"TROAP","chr12"
"889",100240734,"LOC100240734","chr12"
"890",100240735,"LOC100240735","chr12"
"891",10025,"MED16","chr19"
"892",10026,"PIGK","chr1"
"893",100268168,"LOC100268168","chr5"
"894",100270679,"LOC100270679","chr20"
"895",100270710,"","chr10"
"896",100270746,"LOC100270746","chr6"
"897",100270804,"LOC100270804","chr20"
"898",100271702,"LOC100271702","chr12"
"899",100271715,"ARHGEF33","chr2"
"900",100271722,"LOC100271722","chr22"
"901",100271831,"","chr16"
"902",100271832,"LOC100271832","chr2"
"903",100271835,"LIMS3-LOC440895","chr2"
"904",100271836,"LOC100271836","chr16"
"905",100271846,"ERVV-2","chr19"
"906",100271849,"MEF2B","chr19"
"907",100271873,"AIRN","chr6"
"908",100271874,"ZNRF2P2","chr7"
"909",100271927,"RASA4B","chr7"
"910",100272147,"MTCP1NB","chrX"
"911",100272148,"","chr15"
"912",100272216,"LOC100272216","chr5"
"913",100272217,"LOC100272217","chr9"
"914",100272228,"LOC100272228","chrX"
"915",100286793,"LOC100286793","chr1"
"916",100286844,"LOC100286844","chr12"
"917",100286914,"LOC100286914","chr5"
"918",100286922,"LOC100286922","chr2"
"919",100286925,"LOC100286925","chr22"
"920",100286938,"LOC100286938","chr9"
"921",100286969,"LOC100286969","chr19"
"922",100286979,"LOC100286979","chr2"
"923",100286988,"LOC100286988","chr1"
"924",100287010,"LOC100287010","chr2"
"925",100287015,"LOC100287015","chr8"
"926",100287029,"DDX11L10","chr16"
"927",100287036,"LOC100287036","chr16"
"928",100287042,"LOC100287042","chr17"
"929",100287045,"FAM90A26P","chr4"
"930",100287049,"LOC100287049","chr1"
"931",100287063,"LOC100287063","chr3"
"932",100287082,"LOC100287082","chr18"
"933",100287083,"DEFT1P2","chr8"
"934",100287102,"DDX11L1","chr1"
"935",100287110,"LOC100287110","chr9"
"936",100287114,"LINC00421","chr13"
"937",100287119,"LOC100287119","chr2"
"938",100287144,"LOC100287144","chr4"
"939",100287160,"LOC100287160","chr19"
"940",100287163,"LOC100287163","chr3"
"941",100287166,"LOC100287166","chr20"
"942",100287171,"WASH1","chr9"
"943",100287175,"LOC100287175","chr16"
"944",100287177,"LOC100287177","chr19"
"945",100287178,"LOC100287178","chr4"
"946",100287188,"LOC100287188","GL000205.1"
"947",100287195,"LOC100287195","chr3"
"948",100287205,"LOC100287205","chr4"
"949",100287216,"LOC100287216","chr2"
"950",100287223,"LOC100287223","chr11"
"951",100287225,"LOC100287225","chr18"
"952",100287226,"ZNF729","chr19"
"953",100287227,"TIPARP-AS1","chr3"
"954",100287238,"LOC100287238","chr4"
"955",100287250,"LOC100287250","GL000204.1"
"956",100287284,"MANSC4","chr12"
"957",100287290,"LOC100287290","chr3"
"958",100287294,"LOC100287294","chr7"
"959",100287301,"GS52","chr16"
"960",100287313,"LOC100287313","chr8"
"961",100287314,"LOC100287314","chr12"
"962",100287326,"LOC100287326","chr15"
"963",100287327,"LOC100287327","chr4"
"964",100287329,"LOC100287329","chr6"
"965",100287333,"FAM27E1","chr9"
"966",100287362,"PRSS46","chr3"
"967",100287364,"LOC100287364","chr4"
"968",100287366,"OSTM1-AS1","chr6"
"969",100287367,"LOC100287367","chr19"
"970",100287368,"LOC100287368","chr9"
"971",100287375,"LOC100287375","chr2"
"972",100287387,"LOC100287387","chr2"
"973",100287399,"LOC100287399","chr15"
"974",100287404,"LOC100287404","chr4"
"975",100287413,"LOC100287413","chr11"
"976",100287415,"","chr14"
"977",100287428,"PNMA6C","chrX"
"978",100287437,"LOC100287437","chr1"
"979",100287441,"LOC100287441","chr4"
"980",100287466,"PNMA6D","chrX"
"981",100287478,"LOC100287478","chr4"
"982",100287482,"LOC100287482","chr7"
"983",100287493,"LOC100287493","chr9"
"984",100287497,"LOC100287497","chr1"
"985",100287506,"LOC100287506","chr1"
"986",100287509,"LOC100287509","chr1"
"987",100287513,"LOC100287513","chr4"
"988",100287515,"LOC100287515","chr12"
"989",100287526,"LOC100287526","chr19"
"990",100287534,"LOC100287534","GL000209.1"
"991",100287541,"LOC100287541","chr22"
"992",100287558,"LOC100287558","chr14"
"993",100287559,"LOC100287559","chr15"
"994",100287562,"LOC100287562","chr17"
"995",100287569,"LINC00173","chr12"
"996",100287576,"LOC100287576","chr22"
"997",100287592,"LOC100287592","chr5"
"998",100287596,"DDX11L5","chr9"
"999",100287598,"LOC100287598","chr16"
"1000",100287612,"LOC100287612","chr6"
"1001",100287616,"LOC100287616","chr15"
"1002",100287623,"LOC100287623","chr9"
"1003",100287628,"LOC100287628","chr16"
"1004",100287632,"LOC100287632","chr6"
"1005",100287633,"LOC100287633","chr7"
"1006",100287651,"LOC100287651","chr8"
"1007",100287654,"LOC100287654","chr1"
"1008",100287664,"TSRM","chr7"
"1009",100287704,"LOC100287704","chr7"
"1010",100287705,"LOC100287705","chr7"
"1011",100287718,"LOC100287718","chr6"
"1012",100287722,"LOC100287722","chr1"
"1013",100287723,"LOC100287723","chr2"
"1014",100287728,"LOC100287728","chrX"
"1015",100287765,"LOC100287765","chrX"
"1016",100287789,"LOC100287789","chr3"
"1017",100287792,"LOC100287792","chr20"
"1018",100287798,"FAM197Y8","chrY"
"1019",100287803,"LOC100287803","chr13"
"1020",100287808,"LOC100287808","chr17"
"1021",100287813,"LOC100287813","chr1"
"1022",100287814,"LOC100287814","chr1"
"1023",100287826,"FAM197Y7","chrY"
"1024",100287834,"LOC100287834","chr7"
"1025",100287837,"LOC100287837","chr11"
"1026",100287846,"LOC100287846","chr8"
"1027",100287852,"LOC100287852","chr3"
"1028",100287859,"FAM197Y6","chrY"
"1029",100287865,"LOC100287865","chr19"
"1030",100287879,"LOC100287879","chr3"
"1031",100287894,"LOC100287894","chr7"
"1032",100287896,"LOC100287896","chr11"
"1033",100287898,"TTC34","chr1"
"1034",100287902,"LGALS8-AS1","chr1"
"1035",100287922,"ANKRD18CP","chr9"
"1036",100287932,"TIMM23","chr10"
"1037",100287934,"LOC100287934","chr1"
"1038",100287944,"LOC100287944","chr12"
"1039",100287948,"GM140","chr1"
"1040",100288018,"LOC100288018","chr5"
"1041",100288037,"LOC100288037","chr1"
"1042",100288069,"LOC100288069","chr1"
"1043",100288077,"LOC100288077","chr11"
"1044",100288079,"LOC100288079","chr1"
"1045",100288092,"","chr2"
"1046",100288102,"LOC100288102","chr1"
"1047",100288122,"LOC100288122","chr18"
"1048",100288123,"LOC100288123","chr19"
"1049",100288144,"LOC100288144","chr14"
"1050",100288152,"LOC100288152","chr5"
"1051",100288160,"LOC100288160","chr14"
"1052",100288162,"LOC100288162","chr16"
"1053",100288181,"LOC100288181","chr8"
"1054",100288198,"LOC100288198","chr6"
"1055",100288208,"LOC100288208","chr13"
"1056",100288255,"LOC100288255","GL000228.1"
"1057",100288268,"LOC100288268","chr7"
"1058",100288273,"LOC100288273","chr14"
"1059",100288287,"KRTAP22-2","chr21"
"1060",100288292,"LOC100288292","chr7"
"1061",100288310,"LOC100288310","chr8"
"1062",100288323,"KRTAP21-3","chr21"
"1063",100288332,"LOC100288332","chr16"
"1064",100288336,"LOC100288336","chr21"
"1065",100288346,"LOC100288346","chr11"
"1066",100288366,"LOC100288366","chr12"
"1067",100288368,"LOC100288368","chr16"
"1068",100288380,"ULK4P2","chr15"
"1069",100288392,"LOC100288392","chr4"
"1070",100288413,"ERVMER34-1","chr4"
"1071",100288420,"LOC100288420","chr17"
"1072",100288428,"LOC100288428","chr3"
"1073",100288432,"LOC100288432","chr21"
"1074",100288449,"LOC100288449","chr9"
"1075",100288485,"MTRNR2L7","chr10"
"1076",100288486,"DDX11L9","chr15"
"1077",100288520,"LOC100288520","chr4"
"1078",100288524,"LOC100288524","chr7"
"1079",100288527,"REXO1L2P","chr8"
"1080",100288562,"LOC100288562","chr8"
"1081",100288568,"LOC100288568","chr14"
"1082",100288570,"LOC100288570","chr2"
"1083",100288594,"LOC100288594","chr7"
"1084",100288601,"LOC100288601","chr15"
"1085",100288602,"LOC100288602","chr2"
"1086",100288615,"LOC100288615","chr15"
"1087",100288619,"LOC100288619","chr10"
"1088",100288627,"LOC100288627","GL000228.1"
"1089",100288637,"LOC100288637","chr15"
"1090",100288646,"LOC100288646","chr1"
"1091",100288657,"LOC100288657","GL000228.1"
"1092",100288676,"LOC100288676","chr9"
"1093",100288679,"","chr13"
"1094",100288687,"DUX4","GL000228.1"
"1095",100288695,"LIMS3L","chr2"
"1096",100288712,"LOC100288712","chr7"
"1097",100288728,"LOC100288728","chr17"
"1098",100288730,"PAN3-AS1","chr13"
"1099",100288748,"LOC100288748","chr8"
"1100",100288778,"LOC100288778","chr12"
"1101",100288781,"LOC100288781","chr17"
"1102",100288797,"TMEM239","chr20"
"1103",100288798,"LOC100288798","chr12"
"1104",100288801,"FRG2C","chr3"
"1105",100288805,"HYDIN2","chr1"
"1106",100288807,"LOC100288807","chr7"
"1107",100288814,"LOC100288814","chrX"
"1108",100288822,"LOC100288822","chr17"
"1109",100288831,"SRGAP3-AS3","chr3"
"1110",100288842,"LOC100288842","chr9"
"1111",100288846,"LOC100288846","chr14"
"1112",100288866,"LOC100288866","chr17"
"1113",100288897,"LOC100288897","chr2"
"1114",100288902,"LOC100288902","chr21"
"1115",100288911,"LOC100288911","chr2"
"1116",100288963,"LOC100288963","chr5"
"1117",100288966,"LOC100288966","GL000213.1"
"1118",100288974,"LOC100288974","chr10"
"1119",100288997,"LOC100288997","chr15"
"1120",100289006,"LOC100289006","chr9"
"1121",100289017,"MOXD2P","chr7"
"1122",100289019,"LOC100289019","chr9"
"1123",100289026,"LOC100289026","GL000214.1"
"1124",100289034,"LOC100289034","chr2"
"1125",100289038,"LOC100289038","GL000238.1"
"1126",100289065,"LOC100289065","chr21"
"1127",100289079,"LOC100289079","GL000191.1"
"1128",100289087,"TSPY10","chrY"
"1129",100289090,"LOC100289090","chr15"
"1130",100289092,"LOC100289092","chr16"
"1131",100289097,"LOC100289097","GL000241.1"
"1132",100289098,"LOC100289098","chr7"
"1133",100289104,"LOC100289104","chr12"
"1134",100289124,"FAM27E2","chr9"
"1135",100289130,"LOC100289130","chr3"
"1136",100289134,"","GL000242.1"
"1137",100289137,"LOC100289137","chr9"
"1138",100289150,"FAM197Y5","chrY"
"1139",100289151,"LOC100289151","chr10"
"1140",100289178,"LOC100289178","chr1"
"1141",100289186,"SDHDP1","chr18"
"1142",100289187,"LOC100289187","chr7"
"1143",100289188,"FAM197Y4","chrY"
"1144",100289196,"LOC100289196","chr7"
"1145",100289200,"LOC100289200","chr9"
"1146",100289211,"LOC100289211","chr1"
"1147",100289230,"LOC100289230","chr5"
"1148",100289251,"LOC100289251","chr14"
"1149",100289255,"LOC100289255","chr17"
"1150",100289265,"FAM197Y1","chrY"
"1151",100289274,"DNAJC3-AS1","chr13"
"1152",100289290,"LOC100289290","chr16"
"1153",100289296,"LOC100289296","chr21"
"1154",100289298,"","chr7"
"1155",100289306,"LOC100289306","chr7"
"1156",100289308,"LOC100289308","chr20"
"1157",100289341,"LOC100289341","chr9"
"1158",100289361,"LOC100289361","chr3"
"1159",100289373,"UBAC2-AS1","chr13"
"1160",100289375,"LOC100289375","chr20"
"1161",100289379,"LOC100289379","chr5"
"1162",100289388,"LOC100289388","chr11"
"1163",100289396,"LOC100289396","chr19"
"1164",100289410,"MCF2L-AS1","chr13"
"1165",100289424,"LOC100289424","chr10"
"1166",100289455,"LOC100289455","chr10"
"1167",100289462,"DEFB4B","chr8"
"1168",100289473,"LOC100289473","chr20"
"1169",100289488,"LOC100289488","chr1"
"1170",100289495,"LOC100289495","chr6"
"1171",100289509,"LOC100289509","chr10"
"1172",100289511,"LOC100289511","chr14"
"1173",100289528,"LOC100289528","chr9"
"1174",100289561,"LOC100289561","chr7"
"1175",100289580,"LOC100289580","chr16"
"1176",100289607,"LOC100289607","chr9"
"1177",100289627,"LOC100289627","chr5"
"1178",100289635,"ZNF605","chr12"
"1179",100289637,"LOC100289637","chr15"
"1180",100289650,"LOC100289650","chr19"
"1181",100289656,"LOC100289656","chr15"
"1182",100289673,"LOC100289673","chr5"
"1183",100289678,"ZNF783","chr7"
"1184",100290566,"LOC100290566","chr17"
"1185",100291105,"LOC100291105","chr20"
"1186",100291689,"LOC100291689","chr19"
"1187",100291699,"LOC100291699","chr15"
"1188",100291786,"LOC100291786","chr2"
"1189",100291796,"LOC100291796","chr21"
"1190",100292082,"LOC100292082","chr5"
"1191",100292409,"LOC100292409","chr1"
"1192",100292676,"LOC100292676","chr7"
"1193",100292680,"LOC100292680","chr12"
"1194",100292905,"LOC100292905","chr12"
"1195",100292909,"LOC100292909","chr2"
"1196",100293044,"LOC100293044","chr19"
"1197",100293211,"LOC100293211","chr14"
"1198",100293516,"ZNF587B","chr19"
"1199",100293534,"LOC100293534","chr6"
"1200",100293612,"LOC100293612","chr3"
"1201",100293704,"LOC100293704","chr12"
"1202",100293744,"LOC100293744","chrX"
"1203",100293748,"LOC100293748","chr1"
"1204",100293962,"LOC100293962","chr12"
"1205",100294020,"LOC100294020","chr22"
"1206",100294033,"LOC100294033","chr7"
"1207",100294145,"LOC100294145","chr6"
"1208",100294307,"LOC100294307","chr6"
"1209",100294336,"LOC100294336","chr17"
"1210",100294338,"LOC100294338","chr17"
"1211",100294341,"LOC100294341","chr17"
"1212",100294360,"LOC100294360","chr11"
"1213",100294362,"LOC100294362","chr17"
"1214",100294406,"LOC100294406","chr2"
"1215",100294720,"NHEG1","chr6"
"1216",1003,"CDH5","chr16"
"1217",100302111,"MIR1184-1","chrX"
"1218",100302112,"MIR1284","chr3"
"1219",100302113,"MIR1200","chr7"
"1220",100302114,"MIR513C","chrX"
"1221",100302115,"MIR1468","chrX"
"1222",100302116,"MIR1265","chr10"
"1223",100302117,"MIR320B1","chr1"
"1224",100302118,"MIR1286","chr22"
"1225",100302119,"MIR1538","chr16"
"1226",100302121,"MIR1276","chr15"
"1227",100302122,"MIR1183","chr7"
"1228",100302123,"MIR1275","chr6"
"1229",100302124,"MIR1288","chr17"
"1230",100302125,"MIR1289-1","chr20"
"1231",100302126,"MIR1471","chr2"
"1232",100302127,"MIR1470","chr19"
"1233",100302128,"MIR1302-3","chr2"
"1234",100302129,"MIR1915","chr10"
"1235",100302130,"MIR1302-4","chr2"
